,match_id,totalGold,level,xp,totalKills,totalDeaths,level_ups
1,4366153009,171429,373,181418,24,16,88
0,4366153014,92925,217,89893,18,8,74
1,4366153014,83340,210,79673,8,18,70
0,4366153015,322139,634,351638,32,26,110
1,4366153015,338204,655,375776,26,32,112
0,4366153016,160224,370,174695,18,28,86
1,4366153016,182887,383,189601,28,18,92
0,4366153025,111212,249,104537,20,20,74
1,4366153025,112570,249,105931,20,20,72
0,4366153034,138070,326,149478,14,8,82
1,4366153034,137066,334,151338,8,14,84
0,4366153038,242356,515,268485,16,22,96
1,4366153038,230836,495,257768,22,16,100
0,4366153043,331584,610,335046,32,42,104
1,4366153043,331449,630,352714,42,32,110
0,4366153044,119613,272,115131,14,16,76
1,4366153044,128599,280,124007,16,14,78
0,4366153046,125804,295,131381,14,10,80
1,4366153046,118190,288,128622,10,14,78
0,4366153049,112507,243,101741,26,20,72
1,4366153049,113657,250,104339,20,26,78
0,4366153050,137292,327,149352,14,10,80
1,4366153050,139998,326,144928,10,14,78
0,4366153054,245391,524,279726,26,28,102
1,4366153054,248032,518,270840,28,26,104
0,4366153069,231699,475,245351,20,22,94
1,4366153069,211312,457,229966,22,20,94
0,4366153082,99577,247,99707,6,46,64
1,4366153082,154307,304,142035,46,6,84
0,4366153084,133247,285,125950,16,6,76
1,4366153084,117244,290,125786,6,16,78
0,4366153101,445594,778,464810,40,44,116
1,4366153101,446564,778,457525,44,40,120
0,4366153102,277212,529,283860,34,28,98
1,4366153102,271297,539,293379,28,34,104
0,4366153121,159752,341,152931,16,10,84
1,4366153121,156294,353,164503,10,16,82
0,4366153136,72586,171,61737,10,16,64
1,4366153136,77449,169,61641,16,10,58
0,4366153150,87669,205,80885,10,14,66
1,4366153150,92584,215,87236,14,10,72
0,4366153157,112586,255,111268,24,18,80
1,4366153157,112798,248,103191,18,24,74
0,4366153160,153824,370,174217,12,16,86
1,4366153160,171882,382,186716,16,12,88
0,4366153165,247521,520,278170,28,14,98
1,4366153165,238593,512,267311,14,28,96
0,4366153171,341741,683,392283,42,30,112
1,4366153171,325335,655,365284,30,42,106
0,4366153175,205975,410,198209,36,24,90
1,4366153175,192823,397,187889,24,36,84
0,4366153179,144668,319,143271,16,22,80
1,4366153179,149096,328,151110,22,16,82
0,4366153180,116002,251,108462,20,6,74
1,4366153180,99159,243,99635,6,20,74
0,4366153187,151981,332,155026,20,18,84
1,4366153187,153420,324,146264,18,20,80
0,4366153192,106490,215,87451,24,16,72
1,4366153192,91631,210,86191,16,24,70
0,4366153194,347581,673,389609,40,26,112
1,4366153194,343057,652,360474,26,40,106
0,4366153198,199046,425,210905,24,16,94
1,4366153198,182488,421,208145,16,24,90
0,4366153199,82083,177,68536,20,6,66
1,4366153199,67894,162,58213,6,20,58
0,4366153202,100509,231,93029,8,16,68
1,4366153202,102064,249,107548,16,8,74
0,4366153205,245777,500,258014,20,24,96
1,4366153205,244529,504,258066,24,20,94
0,4366153215,174551,367,173585,24,26,86
1,4366153215,167813,366,174612,26,24,84
0,4366153216,208592,411,200827,24,16,88
1,4366153216,188148,415,206538,16,24,92
0,4366153225,229023,485,253586,20,16,98
1,4366153225,208890,475,243429,16,20,100
0,4366153226,111894,251,104308,24,16,76
1,4366153226,105786,242,102155,16,24,70
0,4366153245,105119,250,106212,14,16,74
1,4366153245,109092,252,107327,16,14,74
0,4366153248,296267,581,303026,36,34,100
1,4366153248,306709,587,315463,34,36,102
0,4366153259,73039,175,66006,8,18,62
1,4366153259,75648,179,67946,18,8,66
0,4366153265,73245,172,64735,14,8,62
1,4366153265,66758,165,60269,8,14,60
0,4366153266,79378,192,72966,12,26,64
1,4366153266,96639,216,88630,26,12,74
0,4366153278,107230,242,98885,14,12,72
1,4366153278,103784,234,93897,12,14,70
0,4366153279,158226,366,174443,12,22,90
1,4366153279,185351,384,186006,22,12,90
0,4366153284,53206,145,50938,2,6,56
1,4366153284,57642,147,53901,6,2,60
0,4366153286,50324,118,38440,16,2,56
1,4366153286,41785,111,35237,2,16,50
0,4366153287,302345,536,292320,48,30,102
1,4366153287,256997,507,264209,30,48,98
0,4366153288,92153,205,80088,18,10,68
1,4366153288,78339,187,69390,10,18,62
0,4366153289,227741,429,217915,34,28,94
1,4366153289,224135,418,207055,28,34,90
0,4366153297,111904,277,118564,6,16,74
1,4366153297,120108,300,135967,16,6,86
0,4366153310,184359,387,190937,24,26,90
1,4366153310,174790,378,186161,26,24,92
0,4366153318,186155,435,211125,14,34,90
1,4366153318,231654,486,257135,34,14,98
0,4366153319,62000,157,54341,2,18,58
1,4366153319,76481,175,66353,18,2,66
0,4366153320,247625,480,248763,38,16,100
1,4366153320,213852,459,233685,16,38,90
0,4366153324,323073,672,364331,10,36,100
1,4366153324,369510,722,424993,36,10,118
0,4366153328,312351,562,303048,30,26,98
1,4366153328,286634,556,293625,26,30,102
0,4366153334,165680,386,188985,18,6,94
1,4366153334,151929,370,173105,6,18,84
0,4366153337,123838,286,126952,16,6,82
1,4366153337,110417,274,115346,6,16,76
0,4366153347,105230,223,91910,24,14,74
1,4366153347,86935,201,76925,14,24,64
0,4366153348,5000,10,0,0,0,4
1,4366153348,5000,10,0,0,0,4
0,4366153361,161650,370,178974,16,20,86
1,4366153361,178330,380,184455,20,16,88
0,4366153366,106481,242,100941,20,12,72
1,4366153366,103395,238,98565,12,20,70
0,4366153369,93225,216,88209,14,6,74
1,4366153369,80534,198,75769,6,14,66
0,4366153374,188105,373,182049,26,12,90
1,4366153374,165969,370,173196,12,26,86
0,4366153379,151943,357,164208,12,24,80
1,4366153379,168231,367,175809,24,12,88
0,4366153403,281509,514,272512,30,20,98
1,4366153403,243550,499,263364,20,30,100
0,4366153404,80313,207,80911,0,12,64
1,4366153404,85188,205,83148,12,0,68
0,4366153419,57967,149,54447,12,2,66
1,4366153419,54124,141,48538,2,12,54
0,4366153420,189771,420,209774,18,10,90
1,4366153420,169543,395,187940,10,18,84
0,4366153423,97098,216,90027,16,6,68
1,4366153423,77612,202,77990,6,16,68
0,4366153424,86679,212,84830,14,6,66
1,4366153424,78903,202,78258,6,14,64
0,4366153425,135184,324,148275,10,18,84
1,4366153425,150156,336,154604,18,10,84
0,4366153430,139209,293,131686,32,10,80
1,4366153430,114675,282,121918,10,32,76
0,4366153431,317292,612,336971,34,20,108
1,4366153431,294548,598,328430,20,34,104
0,4366153434,121872,284,127193,16,18,76
1,4366153434,128209,293,128917,18,16,80
0,4366153453,299534,576,318241,44,24,102
1,4366153453,272888,569,308108,24,44,100
0,4366153454,75855,168,63970,22,16,64
1,4366153454,76395,170,62267,16,22,62
0,4366153455,267871,530,284640,24,24,104
1,4366153455,251364,531,287544,24,24,106
0,4366153459,250932,534,289990,36,20,104
1,4366153459,232355,500,253485,20,36,94
0,4366153460,199005,412,202455,16,22,92
1,4366153460,208086,429,216776,22,16,94
0,4366153466,277332,626,347442,16,28,110
1,4366153466,294305,618,340806,28,16,106
0,4366153473,63780,156,54917,6,16,54
1,4366153473,81318,180,68727,16,6,66
0,4366153482,181220,360,164315,24,38,84
1,4366153482,199396,387,191753,38,24,92
0,4366153483,171366,377,181437,16,8,86
1,4366153483,142408,357,166529,8,16,86
0,4366153485,182264,369,176188,32,10,90
1,4366153485,151007,361,168634,10,32,86
0,4366153492,197876,462,232092,8,8,94
1,4366153492,203271,464,239135,8,8,96
0,4366153493,151991,346,166150,20,10,86
1,4366153493,126913,325,145525,10,20,84
0,4366153501,212570,415,205041,38,38,88
1,4366153501,222504,428,215188,38,38,96
0,4366153506,79050,194,74987,8,8,62
1,4366153506,84900,213,85339,8,8,70
0,4366153507,166869,389,180723,14,20,80
1,4366153507,186090,415,202592,20,14,88
0,4366153513,202756,449,227169,14,12,96
1,4366153513,195234,446,224874,12,14,90
0,4366153516,90419,212,83288,14,8,70
1,4366153516,81817,200,77568,8,14,64
0,4366153520,202646,410,200265,22,14,88
1,4366153520,185097,395,186330,14,22,84
0,4366153526,151816,321,144681,18,34,80
1,4366153526,171729,339,163030,34,18,86
0,4366153530,68381,174,65582,8,14,64
1,4366153530,76825,180,67990,14,8,66
0,4366153533,148630,338,159602,18,12,86
1,4366153533,140632,327,148078,12,18,82
0,4366153534,149183,322,145651,18,22,82
1,4366153534,147088,326,151384,22,18,84
0,4366153542,295392,533,290828,34,24,104
1,4366153542,255333,519,274055,24,34,102
0,4366153551,102355,250,106391,12,8,78
1,4366153551,90379,222,88264,8,12,66
0,4366153552,171803,339,157298,36,24,84
1,4366153552,158824,327,150159,24,36,88
0,4366153554,117565,309,138494,4,20,74
1,4366153554,145796,341,163422,20,4,90
0,4366153559,107553,235,96706,18,24,72
1,4366153559,122652,237,98480,24,18,72
0,4366153560,134165,330,151478,12,26,82
1,4366153560,156457,338,160885,26,12,86
0,4366153561,118789,250,105179,16,10,72
1,4366153561,99135,235,93370,10,16,70
0,4366153562,223511,498,252191,10,28,92
1,4366153562,252942,523,278304,28,10,102
0,4366153570,224219,453,226605,30,34,90
1,4366153570,230242,470,240822,34,30,98
0,4366153571,294701,566,305470,28,18,102
1,4366153571,252401,566,302878,18,28,104
0,4366153579,92307,220,90713,14,16,72
1,4366153579,93886,204,82453,16,14,70
0,4366153587,158955,368,172862,20,20,86
1,4366153587,164592,379,181364,20,20,88
0,4366153588,301762,678,388357,12,26,104
1,4366153588,363065,699,410977,26,12,112
0,4366153589,138477,316,143760,10,28,80
1,4366153589,165171,352,167646,28,10,90
0,4366153590,279076,568,304741,26,32,100
1,4366153590,294955,570,311742,32,26,106
0,4366153592,139844,313,140754,14,24,80
1,4366153592,146363,321,146211,24,14,80
0,4366153593,267837,534,279330,22,36,100
1,4366153593,268257,549,288931,36,22,98
0,4366153603,224598,462,236606,28,30,96
1,4366153603,220044,461,236799,30,28,96
0,4366153605,87679,213,84274,18,10,68
1,4366153605,81436,210,84827,10,18,70
0,4366153608,344151,623,352854,44,40,106
1,4366153608,328382,589,327624,40,44,102
0,4366153612,5000,10,0,0,0,4
1,4366153612,5000,10,0,0,0,4
0,4366153619,257392,562,299123,14,14,98
1,4366153619,246276,541,282383,14,14,98
0,4366153627,169166,365,171467,22,22,84
1,4366153627,162821,343,154691,22,22,84
0,4366153634,276892,484,261153,50,28,100
1,4366153634,233650,450,223764,28,50,94
0,4366153640,100072,232,94364,8,10,70
1,4366153640,103480,248,106204,10,8,74
0,4366153641,287937,606,329075,16,34,102
1,4366153641,302488,605,327429,34,16,104
0,4366153642,249460,468,232926,38,22,94
1,4366153642,218966,446,220024,22,38,90
0,4366153647,205555,443,214449,20,24,90
1,4366153647,223488,456,233529,24,20,94
0,4366153652,179497,387,190326,38,16,90
1,4366153652,152370,368,175355,16,38,82
0,4366153664,189642,417,204357,12,4,92
1,4366153664,169291,393,188457,4,12,86
0,4366153666,5000,10,0,0,0,8
1,4366153666,5000,10,0,0,0,2
0,4366153677,239816,510,266527,22,36,100
1,4366153677,255566,538,288020,36,22,104
0,4366153680,310949,626,345761,30,16,106
1,4366153680,272223,608,336549,16,30,102
0,4366153686,114654,244,103494,20,16,74
1,4366153686,103941,243,104038,16,20,74
0,4366153693,67034,150,54274,18,4,62
1,4366153693,49640,125,40392,4,18,48
0,4366153706,202384,424,211033,26,20,94
1,4366153706,203937,418,207498,20,26,92
0,4366153709,77526,212,82919,0,10,68
1,4366153709,88431,212,88209,10,0,70
0,4366153715,186477,391,186594,24,14,88
1,4366153715,176519,387,182592,14,24,84
0,4366153716,92030,219,91461,16,6,76
1,4366153716,84842,216,86776,6,16,68
0,4366153719,286042,565,308005,28,28,106
1,4366153719,276203,566,306115,28,28,108
0,4366153726,52512,134,47247,6,14,54
1,4366153726,66383,150,53077,14,6,62
0,4366153730,172954,390,182128,14,32,80
1,4366153730,203577,407,197880,32,14,90
0,4366153733,139877,332,153829,10,26,82
1,4366153733,151469,337,160326,26,10,84
0,4366153734,48773,119,40348,12,2,54
1,4366153734,42774,115,37131,2,12,50
0,4366153738,104538,252,109310,10,6,76
1,4366153738,102363,253,108730,6,10,74
0,4366153742,82840,186,74240,20,4,70
1,4366153742,67237,171,62287,4,20,60
0,4366153743,116429,280,122459,8,10,78
1,4366153743,118535,292,129962,10,8,78
0,4366153751,227139,454,230561,26,12,98
1,4366153751,216150,444,220104,12,26,90
0,4366153753,107563,249,104625,18,12,74
1,4366153753,104433,255,106790,12,18,78
0,4366153761,107772,249,102955,10,8,72
1,4366153761,98964,249,105457,8,10,74
0,4366153785,158065,336,156507,26,22,80
1,4366153785,131409,318,145739,22,26,82
0,4366153786,45672,111,34970,8,14,50
1,4366153786,48105,116,36803,14,8,54
0,4366153787,123465,305,133746,6,36,78
1,4366153787,179325,338,160819,36,6,88
0,4366153800,217778,473,245941,34,18,102
1,4366153800,194520,445,222276,18,34,90
0,4366153807,143265,330,151703,18,20,82
1,4366153807,149600,331,152241,20,18,84
0,4366153812,5000,10,0,0,0,4
1,4366153812,5000,10,0,0,0,6
0,4366153815,165871,376,180309,18,30,86
1,4366153815,177498,375,178915,30,18,88
0,4366153825,84227,211,83777,10,2,70
1,4366153825,74189,214,83632,2,10,70
0,4366153835,129490,295,135187,18,4,82
1,4366153835,107265,283,123277,4,18,80
0,4366153841,140543,322,143852,10,14,80
1,4366153841,145754,335,155841,14,10,84
0,4366153842,124486,282,123663,18,30,78
1,4366153842,138375,293,133190,30,18,82
0,4366153844,271093,520,278950,36,34,104
1,4366153844,273993,528,285233,34,36,102
0,4366153860,74776,198,74877,10,14,62
1,4366153860,93482,218,90925,14,10,70
0,4366153861,220639,477,240105,22,44,94
1,4366153861,283265,508,266034,44,22,98
0,4366153864,171015,409,198940,6,22,88
1,4366153864,213480,417,205390,22,6,90
0,4366153866,334123,674,386521,34,30,108
1,4366153866,359474,697,402176,30,34,110
0,4366153873,203218,424,209600,28,20,94
1,4366153873,189926,419,204860,20,28,90
0,4366153879,229497,467,238421,28,46,100
1,4366153879,257657,490,259213,46,28,104
0,4366153893,99906,219,91071,22,12,74
1,4366153893,90541,204,79353,12,22,64
0,4366153900,184170,419,206489,20,18,88
1,4366153900,182952,414,200952,18,20,92
0,4366153901,48380,117,40008,8,2,54
1,4366153901,44687,116,37131,2,8,50
0,4366153902,90847,202,76486,12,18,62
1,4366153902,86801,202,79624,18,12,68
0,4366153903,212159,508,262008,24,28,96
1,4366153903,228368,510,263959,28,24,96
0,4366153905,105218,256,107857,10,4,78
1,4366153905,98732,252,106901,4,10,74
0,4366153911,233332,470,240274,26,20,98
1,4366153911,212311,465,238849,20,26,96
0,4366153919,48242,117,40029,12,2,56
1,4366153919,41122,99,30714,2,12,48
0,4366153920,62890,146,54122,10,2,58
1,4366153920,48328,140,46913,2,10,58
0,4366153925,160324,364,168353,16,12,84
1,4366153925,156867,360,172132,12,16,84
0,4366153942,45168,116,37652,4,2,52
1,4366153942,44967,115,37877,2,4,52
0,4366153943,160782,330,153772,22,12,80
1,4366153943,127768,327,149031,12,22,82
0,4366153944,90394,205,79970,16,14,68
1,4366153944,94021,206,79430,14,16,64
0,4366153947,204630,426,216139,30,26,92
1,4366153947,193072,408,197733,26,30,90
0,4366153949,109611,245,100824,14,16,70
1,4366153949,112710,259,108975,16,14,78
0,4366153957,61512,148,51538,10,2,60
1,4366153957,51866,133,45507,2,10,54
0,4366153958,229269,501,261484,16,18,96
1,4366153958,241163,517,272517,18,16,100
0,4366153965,183393,405,197399,16,16,88
1,4366153965,212055,425,210093,16,16,88
0,4366153972,101920,276,118087,8,24,76
1,4366153972,137639,306,141930,24,8,84
0,4366153973,101884,241,98169,8,0,74
1,4366153973,94245,240,100416,0,8,72
0,4366153976,149649,324,147746,18,10,84
1,4366153976,139093,322,145707,10,18,82
0,4366153982,130734,323,146211,6,20,80
1,4366153982,160136,339,160415,20,6,86
0,4366153985,92471,210,84080,14,24,66
1,4366153985,99934,216,90153,24,14,76
0,4366153990,153441,335,156650,22,16,90
1,4366153990,151450,326,150179,16,22,82
0,4366153995,122797,265,109931,10,2,78
1,4366153995,109530,261,109426,2,10,72
0,4366154004,118081,263,115387,18,12,78
1,4366154004,103044,245,102029,12,18,72
0,4366154005,388539,723,413329,32,30,112
1,4366154005,361590,702,393890,30,32,110
0,4366154006,104510,236,97092,12,20,72
1,4366154006,115354,248,104559,20,12,76
0,4366154013,189934,439,212485,12,26,86
1,4366154013,244562,475,253902,26,12,100
0,4366154044,186874,387,181066,18,32,82
1,4366154044,200833,409,195932,32,18,90
0,4366154045,342073,659,369114,36,28,108
1,4366154045,312629,668,372955,28,36,108
0,4366154049,107871,244,103143,16,28,72
1,4366154049,118524,248,106307,28,16,76
0,4366154052,84569,212,86168,16,2,70
1,4366154052,75799,207,78794,2,16,68
0,4366154055,90949,210,85482,18,6,72
1,4366154055,83584,206,79384,6,18,64
0,4366154058,60901,139,47927,8,20,54
1,4366154058,67253,144,50910,20,8,60
0,4366154066,173683,392,188549,12,32,86
1,4366154066,209706,414,203088,32,12,88
0,4366154068,148410,324,146554,16,26,82
1,4366154068,166300,341,164638,26,16,88
0,4366154069,123473,278,121420,16,14,78
1,4366154069,123059,275,120570,14,16,74
0,4366154080,263640,525,280257,38,22,104
1,4366154080,261317,523,277391,22,38,98
0,4366154082,241809,514,269654,20,22,100
1,4366154082,246471,513,266325,22,20,100
0,4366154089,92047,215,88793,14,2,72
1,4366154089,80556,210,80615,2,14,68
0,4366154095,44649,118,38206,4,2,54
1,4366154095,46485,117,38949,2,4,54
0,4366154101,45607,113,36377,10,14,50
1,4366154101,49485,120,40058,14,10,56
0,4366154110,159068,338,156629,24,8,84
1,4366154110,124999,319,141797,8,24,82
0,4366154116,162094,348,164087,22,14,88
1,4366154116,139968,336,155728,14,22,82
0,4366154119,207123,411,200071,30,28,92
1,4366154119,196675,416,203049,28,30,94
0,4366154127,118859,260,108087,8,12,72
1,4366154127,123504,277,120861,12,8,78
0,4366154137,262950,533,285055,28,28,102
1,4366154137,266532,531,289734,28,28,102
0,4366154140,326573,620,340930,30,34,104
1,4366154140,306024,614,338331,34,30,104
0,4366154142,170083,369,176987,14,34,86
1,4366154142,196664,390,192642,34,14,90
0,4366154145,164803,382,183955,18,18,90
1,4366154145,177134,382,186203,18,18,90
0,4366154146,138752,291,129144,30,4,80
1,4366154146,102457,265,113433,4,30,74
0,4366154150,256203,542,282553,20,30,98
1,4366154150,284657,587,323071,30,20,106
0,4366154181,100420,243,100395,10,18,74
1,4366154181,110826,258,112380,18,10,80
0,4366154182,119319,259,113171,24,6,78
1,4366154182,93350,249,104105,6,24,74
0,4366154186,157691,365,171311,20,30,86
1,4366154186,193528,389,195492,30,20,94
0,4366154189,111877,251,106618,20,22,76
1,4366154189,110485,245,101924,22,20,72
0,4366154194,183860,399,193959,12,12,88
1,4366154194,177234,391,187007,12,12,88
0,4366154204,201097,435,220440,30,14,98
1,4366154204,198470,424,210570,14,30,94
0,4366154206,366536,688,402050,44,30,114
1,4366154206,335762,672,385415,30,44,112
0,4366154207,130948,301,137245,14,14,80
1,4366154207,126710,286,127138,14,14,78
0,4366154209,228014,480,252904,34,22,98
1,4366154209,220935,460,234415,22,34,96
0,4366154210,81569,214,83633,6,14,66
1,4366154210,89657,221,92943,14,6,74
0,4366154213,207726,427,212609,34,26,92
1,4366154213,201787,419,210047,26,34,92
0,4366154219,139572,298,134116,26,18,82
1,4366154219,125385,283,122955,18,26,76
0,4366154220,605313,1055,684787,46,56,130
1,4366154220,606499,1042,682395,56,46,132
0,4366154224,165772,381,183592,14,14,88
1,4366154224,155454,369,175590,14,14,84
0,4366154228,440952,746,433430,50,46,116
1,4366154228,421993,726,430323,46,50,112
0,4366154238,300324,569,307179,30,38,106
1,4366154238,278262,571,316443,38,30,106
0,4366154242,159900,343,162903,26,4,84
1,4366154242,128070,320,142990,4,26,80
0,4366154246,276679,588,316825,20,40,102
1,4366154246,317710,620,349999,40,20,110
0,4366154257,75537,177,66892,8,12,64
1,4366154257,75403,178,66448,12,8,66
0,4366154258,99988,213,88294,20,12,72
1,4366154258,85613,207,81871,12,20,66
0,4366154268,211324,451,226374,24,20,92
1,4366154268,219324,458,234322,20,24,96
0,4366154269,145618,332,152813,28,20,84
1,4366154269,150056,334,153414,20,28,82
0,4366154270,158252,336,156128,24,18,82
1,4366154270,138221,315,145394,18,24,80
0,4366154272,255036,569,310266,28,32,102
1,4366154272,299137,584,324592,32,28,108
0,4366154276,85428,210,83658,12,10,70
1,4366154276,86826,214,86522,10,12,70
0,4366154280,163125,374,180007,22,22,90
1,4366154280,174964,379,183196,22,22,86
0,4366154285,53834,143,49895,0,20,58
1,4366154285,65183,153,57096,20,0,66
0,4366154294,191823,393,186078,22,32,86
1,4366154294,217633,419,203457,32,22,94
0,4366154296,250123,515,271710,38,36,100
1,4366154296,251660,490,256546,36,38,98
0,4366154303,180193,362,171486,30,26,86
1,4366154303,193142,382,185508,26,30,92
0,4366154306,126214,288,127027,20,14,78
1,4366154306,116894,276,119229,14,20,76
0,4366154307,167077,368,178652,12,16,90
1,4366154307,175012,373,177871,16,12,90
0,4366154313,173528,367,173349,18,12,84
1,4366154313,148986,354,162916,12,18,82
0,4366154318,117381,283,125637,10,8,80
1,4366154318,124784,284,124238,8,10,76
0,4366154323,93822,206,82768,20,20,66
1,4366154323,91100,209,83796,20,20,74
0,4366154328,178773,371,182074,36,30,90
1,4366154328,185044,366,172213,30,36,84
0,4366154330,270123,559,302026,28,26,98
1,4366154330,280650,568,304957,26,28,104
0,4366154333,141190,331,154293,16,18,84
1,4366154333,145906,329,154102,18,16,82
0,4366154335,129792,292,129865,12,18,80
1,4366154335,122954,287,129985,18,12,76
0,4366154336,164651,305,132472,28,30,76
1,4366154336,155888,318,148137,30,28,82
0,4366154343,162881,364,170210,10,16,80
1,4366154343,175572,377,183701,16,10,88
0,4366154350,93132,239,96136,4,22,68
1,4366154350,122975,268,118195,22,4,80
0,4366154353,138710,312,136731,16,20,78
1,4366154353,162652,334,155170,20,16,82
0,4366154354,304123,611,336882,32,36,104
1,4366154354,314068,622,351139,36,32,110
0,4366154355,210112,411,204850,26,36,88
1,4366154355,206194,426,210354,36,26,94
0,4366154363,80201,180,70100,18,6,66
1,4366154363,69073,175,65882,6,18,66
0,4366154374,96523,216,88200,18,4,72
1,4366154374,80836,210,81877,4,18,66
0,4366154377,278690,565,305982,24,22,104
1,4366154377,276594,564,310064,22,24,102
0,4366154378,91138,211,82643,16,18,66
1,4366154378,93531,210,82860,18,16,68
0,4366154379,94017,213,85699,18,4,70
1,4366154379,79134,212,83572,4,18,64
0,4366154389,49500,114,36083,8,12,52
1,4366154389,51961,116,37799,12,8,54
0,4366154391,53493,146,51031,2,10,58
1,4366154391,60488,149,53949,10,2,60
0,4366154392,89405,186,73833,30,4,70
1,4366154392,65272,167,60673,4,30,60
0,4366154394,89937,224,90585,4,20,60
1,4366154394,116299,261,112952,20,4,78
0,4366154396,227912,468,241743,28,8,96
1,4366154396,188975,446,218226,8,28,92
0,4366154404,305418,626,353332,24,42,110
1,4366154404,309615,631,360450,42,24,114
0,4366154410,134076,339,155960,12,10,86
1,4366154410,133226,330,149827,10,12,80
0,4366154416,268354,526,281701,42,16,100
1,4366154416,216244,501,255391,16,42,94
0,4366154419,132064,332,151827,8,16,78
1,4366154419,132629,321,147958,16,8,78
0,4366154420,55437,146,52711,6,8,56
1,4366154420,58810,142,50001,8,6,54
0,4366154424,93291,243,101003,2,12,70
1,4366154424,107141,258,113560,12,2,76
0,4366154433,229824,442,220958,22,34,92
1,4366154433,242500,480,252115,34,22,100
0,4366154434,226219,458,232451,24,34,94
1,4366154434,238713,466,237852,34,24,94
0,4366154435,56928,145,50657,10,6,60
1,4366154435,54773,140,49751,6,10,54
0,4366154440,92951,237,97195,10,10,70
1,4366154440,100221,242,99676,10,10,72
0,4366154445,354240,703,410969,28,18,114
1,4366154445,314227,689,394175,18,28,112
0,4366154471,46185,119,40171,4,2,54
1,4366154471,43239,114,35938,2,4,52
0,4366154472,100648,234,94112,14,14,70
1,4366154472,112650,244,101990,14,14,70
0,4366154481,333833,631,340052,22,34,100
1,4366154481,341065,665,380506,34,22,114
0,4366154491,189963,416,204024,20,42,88
1,4366154491,216032,432,221636,42,20,98
0,4366154492,180878,402,196411,22,28,90
1,4366154492,216697,433,221054,28,22,92
0,4366154502,248810,479,249001,20,18,100
1,4366154502,211844,472,243371,18,20,98
0,4366154503,191848,422,210484,26,24,94
1,4366154503,201179,431,219363,24,26,94
0,4366154519,189885,409,199587,24,22,90
1,4366154519,199130,410,201016,22,24,90
0,4366154524,92576,204,79533,20,16,66
1,4366154524,87531,172,60522,16,20,62
0,4366154529,336239,626,350414,30,44,102
1,4366154529,348640,596,327200,44,30,106
0,4366154534,83812,210,83807,6,8,68
1,4366154534,84656,209,81717,8,6,66
0,4366154537,229746,474,229590,16,30,88
1,4366154537,260408,508,262971,30,16,102
0,4366154538,280879,563,305672,22,16,102
1,4366154538,271198,557,299596,16,22,104
0,4366154544,246630,520,272520,12,32,98
1,4366154544,257993,521,277486,32,12,98
0,4366154545,209400,451,226685,20,10,94
1,4366154545,203594,456,231076,10,20,90
0,4366154547,84144,204,78915,10,6,68
1,4366154547,80326,205,78447,6,10,64
0,4366154549,314802,702,398952,12,18,104
1,4366154549,348829,736,429377,18,12,116
0,4366154555,179635,411,201165,12,18,88
1,4366154555,190190,423,213036,18,12,94
0,4366154559,200790,392,198971,38,24,94
1,4366154559,174912,356,169513,24,38,88
0,4366154563,245500,514,263806,26,26,98
1,4366154563,265366,522,277537,26,26,102
0,4366154575,132506,311,137346,10,10,80
1,4366154575,133070,311,140995,10,10,82
0,4366154585,181137,376,178700,22,14,86
1,4366154585,160323,359,164405,14,22,80
0,4366154588,249397,516,275189,30,32,102
1,4366154588,262304,536,287181,32,30,104
0,4366154589,317341,653,377046,26,22,110
1,4366154589,336458,660,384861,22,26,114
0,4366154591,86779,215,86206,10,4,68
1,4366154591,80308,211,82291,4,10,68
0,4366154602,139229,295,132534,18,10,82
1,4366154602,118941,278,121069,10,18,74
0,4366154608,356713,673,379062,28,34,110
1,4366154608,344874,673,383503,34,28,112
0,4366154615,161449,374,177557,18,14,90
1,4366154615,173219,377,178844,14,18,88
0,4366154624,95145,245,103550,8,10,70
1,4366154624,104759,246,102930,10,8,74
0,4366154625,123364,298,134675,20,16,82
1,4366154625,132264,296,132927,16,20,78
0,4366154628,168832,385,189980,14,10,88
1,4366154628,162007,382,183127,10,14,90
0,4366154629,364705,727,419344,36,32,116
1,4366154629,372436,730,424155,32,36,114
0,4366154632,170023,327,154072,30,14,84
1,4366154632,148105,311,133234,14,30,78
0,4366154647,227526,526,278858,12,18,100
1,4366154647,233822,522,274239,18,12,104
0,4366154649,45083,111,37417,6,4,52
1,4366154649,42412,108,34152,4,6,46
0,4366154657,190065,369,176257,32,24,88
1,4366154657,175653,380,181975,24,32,88
0,4366154673,389311,730,430561,38,14,112
1,4366154673,318706,679,371647,14,38,104
0,4366154677,60074,163,56487,2,16,58
1,4366154677,79603,181,70779,16,2,66
0,4366154678,101667,221,90798,20,12,72
1,4366154678,85560,199,75759,12,20,64
0,4366154682,142634,289,128161,34,22,82
1,4366154682,134566,279,125711,22,34,80
0,4366154683,85185,211,82716,10,14,70
1,4366154683,95140,220,93360,14,10,68
0,4366154689,399299,781,464788,26,36,118
1,4366154689,422268,822,507844,36,26,122
0,4366154692,105255,241,100451,14,16,74
1,4366154692,112245,248,105497,16,14,76
0,4366154701,232845,419,204843,34,26,94
1,4366154701,202089,394,189405,26,34,88
0,4366154702,65584,178,66044,4,12,60
1,4366154702,72234,180,68479,12,4,64
0,4366154707,49573,115,36568,12,12,52
1,4366154707,49699,116,37012,12,12,54
0,4366154709,141621,317,142478,22,24,82
1,4366154709,154535,338,156734,24,22,84
